station,lat,lon,area,locname,floor,elev,start_at,end_at
D001,23.894972,121.542278,Hualien,東華人社院,2,41,2013-11-28,2020-11-02
D001,23.894972,121.542278,Hualien,東華人社院,2,41,2020-11-03,9999-12-31
D002,23.896278,121.539861,Hualien,東華教育學院,1,40,2013-11-28,2020-11-02
D002,23.896278,121.539861,Hualien,東華教育學院,1,40,2020-11-03,9999-12-31
D003,23.896389,121.542306,Hualien,東華圖書館,1,46,2013-11-28,9999-12-31
D004,23.894917,121.549056,Hualien,東華環境解說,1,37,2013-11-28,2022-11-23
D005,23.899222,121.541222,Hualien,東華學生活動中心,1,45,2013-11-28,9999-12-31
D006,23.895944,121.548355,Hualien,東華環境院,1,58,2015-05-26,9999-12-31
H001,24.7826,120.9957,Hsinchu,國網中心,-1,115,2014-11-06,2019-03-05
H001,24.7826,120.9957,Hsinchu,國網中心,2,115,2019-03-06,9999-12-31
H002,24.77533,121.015188,Hsinchu,竹園分隊,1,95,2014-11-06,9999-12-31
H003,24.7793,121.0084,Hsinchu,竹苑樓,-1,97,2014-11-06,2017-12-26
H004,24.7721,121.002,Hsinchu,竹村分隊,1,108,2014-11-06,9999-12-31
H005,24.7746,121.011,Hsinchu,消防局,1,103,2014-11-06,2021-03-22
H005,24.77285,121.009752,Hsinchu,新竹技術小組,1,100,2021-03-23,9999-12-31
H006,24.7738,121.0177,Hsinchu,矽導中心,1,103,2014-11-06,9999-12-31
H007,24.7616,121.0238,Hsinchu,清潔隊,1,131,2014-11-06,2019-12-09
H008,24.7842,121.0011,Hsinchu,廠房9樓,9,100,2014-12-15,9999-12-31
H009,24.7842,121.0011,Hsinchu,廠房5樓,5,100,2014-12-15,9999-12-31
H010,24.7842,121.0011,Hsinchu,廠房地下室,-1,100,2014-12-15,9999-12-31
H012,24.79802,120.987417,Hsinchu,竹科工研院,1,45,2015-03-26,2021-03-23
H013,23.1013,120.2822,Tainan,南科管理局,-1,2,2017-06-30,9999-12-31
H014,23.09,120.2853,Tainan,南科防汛中心,2,1,2017-06-30,9999-12-31
H015,23.1171,120.2706,Tainan,南科消防局,1,3,2017-06-30,9999-12-31
H016,22.8312,120.2558,Kaohsiung,路科管理局,-1,13,2017-06-30,9999-12-31
H017,22.8252,120.2787,Kaohsiung,路科汙水廠,1,8,2017-06-30,9999-12-31
H018,24.322,120.7239,Taichung,后里汙水廠,2,236,2017-08-14,9999-12-31
H019,24.2054,120.6031,Taichung,中科有眷宿舍,1,253,2017-08-14,9999-12-31
H01A,23.736512,120.395934,Yunlin,虎科汙水廠,2,21,2017-08-14,2022-05-29
H01A,23.736512,120.395934,Yunlin,虎科汙水廠,2,21,2022-05-30,9999-12-31
H01B,23.932451,120.42939,Changhua,二林管理局,1,15,2017-08-14,9999-12-31
H01C,23.947871,120.690424,Nantou,高等園區籌備處,1,98,2017-08-14,2020-12-24
H01D,24.734151,121.75691,Ilan,宜蘭科學園區,1,7,2017-10-13,2022-01-19
H01D,24.734151,121.75691,Ilan,宜蘭科學園區,1,7,2022-01-20,9999-12-31
H01E,24.463319,120.772685,Miaoli,銅鑼科學園區,1,251,2017-10-13,2022-01-18
H01E,24.463319,120.772685,Miaoli,銅鑼科學園區,1,251,2022-01-19,9999-12-31
H01F,24.707029,120.923278,Miaoli,竹南科學園區,1,59,2017-10-13,2022-01-18
H01F,24.707029,120.923278,Miaoli,竹南科學園區,1,59,2022-01-19,9999-12-31
H020,24.80407,121.044186,Hsinchu,竹科生醫園區,1,52,2017-10-13,2022-01-11
H020,24.80407,121.044186,Hsinchu,竹科生醫園區,1,52,2022-01-12,9999-12-31
H021,24.887514,121.188548,Taoyuan,龍潭科學園區,1,221,2017-10-13,2022-01-17
H021,24.887514,121.188548,Taoyuan,龍潭科學園區,1,221,2022-01-18,9999-12-31
H022,24.050244,120.435608,Changhua,鹿港龍山寺,1,5,2018-03-13,2020-09-08
H022,24.050417,120.434806,Changhua,鹿港龍山寺,1,4,2020-09-09,9999-12-31
H023,23.7482,120.2556,Yunlin,麥寮拱範宮,1,12,2018-04-03,9999-12-31
H024,22.99045,120.204309,Tainan,台南孔廟,1,18,2018-04-19,9999-12-31
H025,23.47839,120.454028,Chiayi,嘉義城隍廟,1,42,2018-04-19,9999-12-31
H026,23.5619,120.3087,Chiayi,笨港水仙宮,1,13,2018-04-19,9999-12-31
H027,25.033142,121.515966,Taipei,南門園區,1,15,2018-05-29,9999-12-31
H028,24.7753,121.0229,Hsinchu,篤行汙水廠,1,109,2020-01-08,2021-03-23
H029,22.6772,120.2915,Kaohsiung,見城工作站,1,12,2020-04-27,9999-12-31
H02A,25.0428,121.515,Taipei,台博館本館,-1,21,2020-05-29,9999-12-31
H02B,24.136276,120.685729,Taichung,台中舊火車站,1,80,2020-09-09,9999-12-31
H02C,23.936292,120.697778,Nantou,中科中興園區,1,92,2021-04-29,9999-12-31
I001,24.978476,121.320592,Taoyuan,大林消防1,1,119,2015-01-29,2018-11-08
I002,24.978476,121.320592,Taoyuan,大林消防2,1,119,2015-01-29,2018-11-08
I003,24.978476,121.320592,Taoyuan,大林消防3,1,119,2015-01-29,2018-11-08
L001,22.982507,120.245741,Tainan,裕文國小,-1,31,2012-08-31,9999-12-31
L002,23.017126,120.248426,Tainan,永信國小,1,41,2012-08-31,2020-03-23
L002,23.017126,120.248426,Tainan,永信國小,2,41,2020-03-24,9999-12-31
L003,23.015398,120.199802,Tainan,文元國小,1,39,2012-08-31,9999-12-31
L004,22.979378,120.196307,Tainan,新興國小,1,31,2012-08-31,9999-12-31
L005,22.997378,120.218641,Tainan,成功大學,1,20,2012-08-31,9999-12-31
L010,22.648,120.523,Pingtung,麟洛國小,3,26,2014-03-25,9999-12-31
L011,22.5944,120.4918,Pingtung,四維國小,2,16,2014-03-25,2020-09-01
L011,22.5944,120.4918,Pingtung,四維國小,1,16,2020-09-02,9999-12-31
L012,22.6061,120.6111,Pingtung,泰武國小,2,87,2014-04-08,9999-12-31
L013,22.1996,120.7069,Pingtung,楓林國小,1,55.8,2014-04-01,2018-07-09
L013,22.1996,120.7069,Pingtung,楓林國小,1,55.8,2018-07-10,2020-09-02
L013,22.1996,120.7069,Pingtung,楓林國小,1,55.8,2020-09-03,9999-12-31
L014,22.4711,120.5518,Pingtung,新埤國小,1,8.2,2014-04-01,9999-12-31
L015,22.7776,120.5242,Pingtung,載興國小,2,43.2,2014-04-01,9999-12-31
L016,22.7443,120.7322,Pingtung,霧台國小,1,841,2014-04-03,9999-12-31
L017,22.5243,120.4521,Pingtung,新園國小,1,5.5,2014-04-03,9999-12-31
L020,22.7223,120.4433,Kaohsiung,溪埔國小,1,46,2014-03-25,2021-12-14
L020,22.7223,120.4433,Kaohsiung,溪埔國小,1,46,2021-12-15,9999-12-31
L021,23.1489,120.632,Kaohsiung,小林國小,1,438.6,2014-04-02,9999-12-31
L022,22.6266,120.3244,Kaohsiung,師範高中,1,8,2014-04-02,9999-12-31
L023,22.8876,120.2438,Kaohsiung,大湖國小,1,13.4,2014-04-08,9999-12-31
L024,22.803,120.3028,Kaohsiung,竹圍國小,1,8,2014-04-07,2023-03-22
L024,22.803,120.3028,Kaohsiung,竹圍國小,1,8,2023-03-23,9999-12-31
L025,22.605,120.3952,Kaohsiung,永芳國小,1,35.3,2014-04-07,2023-02-17
L025,22.605,120.3952,Kaohsiung,永芳國小,1,35.3,2023-02-18,9999-12-31
L026,22.997678,120.22156,Tainan,成大資源系,1,21,2020-01-06,9999-12-31
P001,23.081664,120.517198,Tainan,南化潭,1,102,2018-03-29,2022-06-16
P001,23.081664,120.517198,Tainan,南化潭,1,102,2022-06-17,9999-12-31
P002,25.0404,121.614,Taipei,地球所測試站,-3,24,2019-07-09,9999-12-31
S001,24.969167,121.335,NewTaipei,鳳鳴國小,1,113,2015-11-01,9999-12-31
S002,25.0378,121.443667,NewTaipei,新泰國小,1,14,2015-11-01,9999-12-31
S003,24.954783,121.38405,NewTaipei,柑園國中,1,35,2015-11-01,9999-12-31
S004,25.018233,121.452333,NewTaipei,國光國小,1,13,2015-11-01,9999-12-31
S005,25.064533,121.48815,NewTaipei,明志國中,2,5,2015-11-01,9999-12-31
S006,25.087117,121.465233,NewTaipei,蘆洲國中,2,4,2015-11-01,9999-12-31
S007,25.08065,121.43515,NewTaipei,五股德音幼兒園,1,24,2015-11-01,9999-12-31
S008,25.0828,121.4946,NewTaipei,碧華國中,2,8,2015-11-01,2021-02-08
S009,25.066733,121.641383,NewTaipei,樟樹國小,2,20,2015-11-01,2023-04-18
S009,25.066733,121.641383,NewTaipei,樟樹國小,2,20,2023-04-19,9999-12-31
S00A,24.93805,121.71285,NewTaipei,坪林國中,1,197,2015-11-01,9999-12-31
S00B,25.021917,121.9148,NewTaipei,貢寮國小,1,25,2015-11-01,9999-12-31
S00C,25.104533,121.845767,NewTaipei,欽賢國中,1,425,2015-11-01,9999-12-31
S00D,25.177,121.6947,NewTaipei,萬里國中,1,16,2015-11-01,9999-12-31
S00E,25.011167,121.4488,NewTaipei,大觀國中,1,110,2015-11-01,9999-12-31
S00F,25.004883,121.466317,NewTaipei,實踐國小,1,20,2015-11-01,2022-06-14
S00F,25.004883,121.466317,NewTaipei,實踐國小,1,20,2022-06-15,9999-12-31
S010,24.997867,121.463033,NewTaipei,重慶國中,1,23,2015-11-01,9999-12-31
S011,24.99995,121.479317,NewTaipei,積穗國中,2,23,2015-11-01,9999-12-31
S012,25.003983,121.520883,NewTaipei,福和國中,1,17,2015-11-01,9999-12-31
S013,25.002417,121.5055,NewTaipei,漳和國中,1,17,2015-11-01,9999-12-31
S014,24.962417,121.430233,NewTaipei,土城國中,1,26,2015-11-01,9999-12-31
S015,25.033967,121.4417,NewTaipei,國泰國小,1,10,2015-11-01,9999-12-31
S016,25.0252,121.473083,NewTaipei,莒光國小,1,12,2015-11-01,9999-12-31
S017,25.028783,121.468267,NewTaipei,江翠國中,1,7,2015-11-01,9999-12-31
S018,25.029317,121.476817,NewTaipei,文聖國小,1,12,2015-11-01,9999-12-31
S019,25.024617,121.458883,NewTaipei,新埔國中,1,15,2015-11-01,9999-12-31
S01A,25.026783,121.463467,NewTaipei,新埔國小,3,14,2015-11-01,9999-12-31
S01B,24.986433,121.5088,NewTaipei,中和國中,2,18,2015-11-01,9999-12-31
S01C,25.023467,121.458433,NewTaipei,文德國小,2,16,2015-11-01,9999-12-31
S01D,25.0217,121.427017,NewTaipei,民安國小,1,14,2015-11-01,2020-12-22
S01E,25.0355,121.452017,NewTaipei,新莊國中,1,12,2015-11-01,9999-12-31
S01F,25.087635,121.489095,NewTaipei,碧華國中,1,0,2021-02-09,9999-12-31
T001,25.013404,121.541664,Taipei,台科大,2,19,2013-10-03,9999-12-31
T002,25.015626,121.546997,Taipei,台大生技,3,18,2013-10-03,2017-11-08
T003,25.018646,121.5416,Taipei,台大電機,-1,19,2013-10-17,9999-12-31
W001,23.430417,121.348889,Hualien,三民國小,1,96,2011-04-07,9999-12-31
W002,23.991833,121.631278,Hualien,明恥國小,2,44,2011-03-29,9999-12-31
W003,23.841944,121.507583,Hualien,豐裡國小,2,70,2011-03-31,9999-12-31
W004,23.405833,121.319972,Hualien,太平國小,1,134,2011-04-07,9999-12-31
W005,23.655,121.419278,Hualien,大進國小,2,131,2011-04-06,9999-12-31
W006,23.904417,121.531556,Hualien,志學國小,2,67,2011-03-30,9999-12-31
W007,24.102871,121.607052,Hualien,三棧國小,2,26,2011-03-28,9999-12-31
W008,23.935333,121.578333,Hualien,光華國小,1,47,2011-03-30,9999-12-31
W009,23.493245,121.39233,Hualien,瑞美國小,1,85,2011-04-07,9999-12-31
W00A,23.754167,121.468556,Hualien,大榮國小,2,99,2011-03-31,9999-12-31
W00B,24.052278,121.608167,Hualien,康樂國小,1,35,2011-03-29,9999-12-31
W00C,23.870444,121.508139,Hualien,壽豐國小,2,63,2011-03-30,9999-12-31
W00D,23.819498,121.473476,Hualien,溪口國小,2,116,2011-03-31,9999-12-31
W00E,24.006861,121.619472,Hualien,復興國小,2,30,2011-03-29,9999-12-31
W00F,23.978,121.616667,Hualien,北濱國小,1,23,2011-03-29,9999-12-31
W010,23.336306,121.313389,Hualien,玉里國中,1,213,2011-04-07,9999-12-31
W011,24.127639,121.651694,Hualien,新城國小,1,54,2011-03-28,9999-12-31
W012,24.206861,121.483056,Hualien,西寶國小,1,955,2011-03-28,9999-12-31
W013,23.965194,121.494444,Hualien,銅門國小,1,180,2011-03-30,9999-12-31
W014,24.118028,121.62475,Hualien,秀林國小,2,62,2011-04-13,9999-12-31
W015,23.706194,121.412639,Hualien,明利國小,1,111,2011-04-06,9999-12-31
W016,23.607414,121.39083,Hualien,大富國小,1,185,2011-04-06,2017-03-27
W017,23.497333,121.44575,Hualien,奇美國小,1,150,2011-04-12,9999-12-31
W018,23.468806,121.496806,Hualien,港口國小,2,26,2011-04-12,9999-12-31
W019,23.295722,121.267278,Hualien,卓樂國小,1,213,2011-04-08,2017-03-22
W019,23.295722,121.267278,Hualien,卓樂國小,1,213,2017-03-23,9999-12-31
W01A,23.214528,121.279389,Hualien,東竹國小,1,248,2011-04-08,9999-12-31
W01B,23.462028,121.495417,Hualien,靜浦國小,1,86,2011-04-12,2015-09-14
W01B,23.462028,121.495417,Hualien,靜浦國小,1,86,2015-09-15,9999-12-31
W01C,23.383167,121.358694,Hualien,高寮國小,1,240,2011-04-12,9999-12-31
W01D,23.782278,121.564306,Hualien,水璉國小,2,41,2011-04-13,9999-12-31
W01E,23.451528,121.392806,Hualien,春日國小,1,121,2011-04-12,9999-12-31
W01F,23.171583,121.247833,Hualien,富里國小,1,253,2011-04-08,9999-12-31
W020,23.278472,121.322528,Hualien,吳江國小,1,194,2011-04-12,9999-12-31
W021,23.652083,121.535611,Hualien,新社國小,1,26,2011-04-13,9999-12-31
W022,23.867639,121.556806,Hualien,月眉國小,1,33,2011-04-13,9999-12-31
W023,24.1476,121.6292,Hualien,富世國小,1,57,2016-05-23,9999-12-31
W024,23.6012,121.5219,Hualien,豐濱國中,1,31,2016-05-23,9999-12-31
W025,23.6599,121.4479,Hualien,太巴塱國小,2,116,2016-05-24,9999-12-31
W026,23.5769,121.3619,Hualien,馬遠國小,1,193,2016-05-24,2022-11-22
W026,23.5769,121.3619,Hualien,馬遠國小,1,193,2022-11-23,9999-12-31
W027,23.5231,121.3903,Hualien,鶴岡國小,2,115,2016-05-24,2020-02-06
W027,23.5231,121.3903,Hualien,鶴岡國小,2,115,2020-02-07,9999-12-31
W028,23.9795,121.6149,Hualien,花蓮女中,1,18,2016-05-23,9999-12-31
W029,24.1614,121.6526,Hualien,崇德國小,2,36,2017-03-21,9999-12-31
W02A,24.308,121.7487,Hualien,和平國小,1,27,2018-04-19,9999-12-31
W02B,24.4258,121.7495,Ilan,金洋國小,1,122,2018-04-20,9999-12-31
W02C,24.6561,121.5787,Ilan,松羅分校,1,197,2018-09-04,9999-12-31
W02D,24.6128,121.5262,Ilan,英士分校,1,308,2018-09-05,9999-12-31
W02E,24.5326,121.4508,Ilan,茂安分班,1,578,2018-09-05,9999-12-31
W02F,24.7116,121.6525,Ilan,化育分校,1,89,2019-10-17,9999-12-31
W030,24.719,121.6877,Ilan,內城國中小,1,40,2016-10-25,2022-09-05
W030,24.719,121.6877,Ilan,內城國中小,1,40,2022-09-06,9999-12-31
W031,24.329139,121.739861,Ilan,澳花國小,2,56,2012-01-09,9999-12-31
W032,24.471028,121.777667,Ilan,金岳國小,1,46,2012-01-09,9999-12-31
W033,24.600639,121.529306,Ilan,樂水分校,2,336,2012-01-16,9999-12-31
W034,24.935763,121.88679,Ilan,大溪國小,1,14,2012-01-19,9999-12-31
W035,24.678722,121.6085,Ilan,大同國小,1,111,2012-01-13,9999-12-31
W036,24.822139,121.768722,Ilan,礁溪國小,2,28,2012-01-18,9999-12-31
W037,24.666083,121.651,Ilan,三星國小,1,110,2012-01-13,9999-12-31
W038,24.52175,121.832472,Ilan,東澳國小,1,26,2012-01-10,9999-12-31
W039,24.863111,121.82775,Ilan,頭城國小,1,80,2012-01-19,9999-12-31
W03A,24.66575,121.827611,Ilan,利澤國小,1,12,2012-01-11,9999-12-31
W03B,24.696583,121.811444,Ilan,孝威國小,1,7,2012-01-11,2016-10-23
W03B,24.696583,121.811444,Ilan,孝威國小,1,7,2016-10-24,9999-12-31
W03C,24.632639,121.789667,Ilan,冬山國小,1,4,2012-01-12,9999-12-31
W03D,24.445222,121.777667,Ilan,武塔國小,1,41,2012-01-09,9999-12-31
W03E,24.467028,121.801083,Ilan,南澳國小,1,50,2012-01-10,9999-12-31
W03F,24.720361,121.688528,Ilan,內城國小,1,55,2012-01-13,2014-12-18
W040,24.609472,121.687139,Ilan,寒溪國小,2,159,2012-01-12,9999-12-31
W041,24.680833,121.762111,Ilan,羅東高中,1,41,2011-04-19,9999-12-31
W042,24.748972,121.746917,Ilan,復興國中,1,24,2011-04-19,9999-12-31
W043,24.488056,121.425639,Ilan,四季國小,1,875,2012-01-16,9999-12-31
W044,24.758722,121.814889,Ilan,過嶺國小,1,5,2012-01-18,9999-12-31
W045,24.825472,121.82075,Ilan,竹安國小,1,23,2012-01-19,9999-12-31
W046,24.779889,121.744278,Ilan,龍潭國小,1,13,2012-01-17,9999-12-31
W047,24.437966,121.380345,Ilan,南山國小,2,1151,2012-01-16,9999-12-31
W048,24.579,121.867861,Ilan,南安國小,1,50,2012-01-10,9999-12-31
W049,24.724389,121.762917,Ilan,凱旋國小,3,51,2012-01-17,9999-12-31
W04A,24.667806,121.712778,Ilan,大隱國小,1,52,2012-01-12,9999-12-31
W04B,24.971417,121.927028,Ilan,大里國小,1,98,2012-01-19,9999-12-31
W04C,24.743815,121.789883,Ilan,壯圍國小,2,6,2012-01-18,9999-12-31
W04D,24.754,121.754444,Ilan,中山國小,1,19,2012-01-17,2019-10-16
W04D,24.754,121.754444,Ilan,中山國小,2,19,2019-10-17,9999-12-31
W04E,24.622056,121.834611,Ilan,馬賽國小,2,21,2012-01-11,9999-12-31
W04F,24.593278,121.84275,Ilan,蘇澳海事,1,13,2012-03-30,9999-12-31
W050,24.900485,121.862292,Ilan,梗枋國小,1,18,2018-02-08,9999-12-31
W051,22.884722,120.663694,Kaohsiung,茂林國中,1,269,2011-03-07,9999-12-31
W052,22.969028,120.540917,Kaohsiung,杉林國中,2,189,2011-03-10,9999-12-31
W053,23.178689,120.78079,Kaohsiung,桃源國中,1,622,2011-03-09,9999-12-31
W054,23.081972,120.592194,Kaohsiung,甲仙國中,1,603,2011-03-10,9999-12-31
W055,22.883861,120.530889,Kaohsiung,中壇國小,1,141,2011-03-07,9999-12-31
W056,23.16075,120.765889,Kaohsiung,桃源國小,1,620,2011-03-09,2018-12-12
W056,23.16075,120.765889,Kaohsiung,桃源國小,1,620,2018-12-13,9999-12-31
W057,22.910861,120.715333,Kaohsiung,多納國小,1,267,2011-03-07,9999-12-31
W058,23.240639,120.696861,Kaohsiung,三民國中,1,600,2011-03-10,2012-12-28
W059,22.996222,120.634,Kaohsiung,六龜國小,1,267,2011-03-08,2022-02-09
W059,22.996222,120.634,Kaohsiung,六龜國小,1,267,2022-02-10,9999-12-31
W05A,23.03175,120.662083,Kaohsiung,新發國小,1,297,2011-03-08,9999-12-31
W05B,22.885861,120.579833,Kaohsiung,龍肚國小,1,141,2011-03-07,2014-08-14
W05B,22.885861,120.579833,Kaohsiung,龍肚國小,1,141,2014-08-15,9999-12-31
W05C,23.10525,120.682528,Kaohsiung,建山國小,1,539,2011-03-09,2013-07-29
W05C,23.109078,120.701048,Kaohsiung,寶來國小,1,368,2013-07-30,9999-12-31
W05D,23.252925,120.819205,Kaohsiung,樟山國小,1,780,2011-03-09,9999-12-31
W05E,22.811306,120.397667,Kaohsiung,金山國小,1,100,2011-11-02,2013-08-05
W05E,22.777267,120.405773,Kaohsiung,深水國小,1,89,2013-08-06,9999-12-31
W05F,22.730333,120.345639,Kaohsiung,大社國小,1,43,2011-11-02,9999-12-31
W060,22.663222,120.361917,Kaohsiung,鳥松國小,-1,31,2011-11-02,2019-04-10
W060,22.663222,120.361917,Kaohsiung,鳥松國小,1,31,2019-04-11,9999-12-31
W061,22.888833,120.480139,Kaohsiung,旗山國小,1,54,2011-11-02,2013-07-29
W061,22.917571,120.453443,Kaohsiung,觀亭國小,1,70,2013-07-31,9999-12-31
W062,22.735139,120.326639,Kaohsiung,楠梓國中,1,43,2011-11-02,2021-01-11
W062,22.735139,120.326639,Kaohsiung,楠梓國中,1,43,2021-01-12,2023-03-19
W062,22.735139,120.326639,Kaohsiung,楠梓國中,1,43,2023-03-20,9999-12-31
W063,22.795255,120.365948,Kaohsiung,燕巢國小,1,56,2011-11-02,2023-03-19
W063,22.795255,120.365948,Kaohsiung,燕巢國小,1,56,2023-03-20,9999-12-31
W064,22.701639,120.348806,Kaohsiung,仁武國小,1,46,2011-11-02,9999-12-31
W065,22.9757,120.4675,Kaohsiung,木柵國小,1,86,2018-05-03,9999-12-31
W066,22.8756,120.1965,Kaohsiung,興達國小,1,8,2018-11-23,9999-12-31
W067,22.878,120.3795,Kaohsiung,崇德國小,1,38,2018-11-22,2022-03-07
W067,22.878,120.3795,Kaohsiung,崇德國小,1,38,2022-03-08,9999-12-31
W068,22.8209,120.2093,Kaohsiung,新港國小,1,4,2018-11-23,9999-12-31
W069,22.8353,120.3696,Kaohsiung,新興國小,1,64,2018-11-22,9999-12-31
